generation,max,mean,std,min
300,-23.059550178916762,-27.679915045859325,2.3084484293798684,-33.27350515099374
301,-24.139090404601166,-28.011088647682648,2.2820577443506886,-34.66816443456088
302,-20.86427914089413,-27.22834780688227,2.6841964164685708,-31.67846307215799
303,-20.350189265254297,-27.697746485715335,3.4628288132495917,-35.83010822408555
304,-20.974382958843155,-27.758292267059094,2.764332340363586,-32.80005127020159
305,-21.970555285618193,-28.500336271301368,2.976158385297859,-33.19396914214343
306,-21.259622924895208,-27.292098395895728,3.580966488861015,-35.67005929052105
307,-20.3795926325655,-26.731671996809435,2.6515169312843785,-31.607454417482863
308,-22.71913325172428,-28.394176346545027,2.8909910933400704,-33.834344645770344
309,-22.430018869055434,-26.688513787283604,2.2123887992820315,-31.39067239442325
310,-22.13152140975881,-27.00396265712218,2.7518472311855753,-32.6221576539891
311,-16.009486767610447,-26.527342595669715,3.619729380666378,-31.89626414397648
312,-19.838735768853166,-27.40591971940398,2.3797311148155424,-32.743621930688604
313,-19.185933862171844,-27.114904591166532,3.0043828776728487,-31.341684368341078
314,-23.7149360960715,-27.590368503605596,2.4389379917955307,-33.26715799760187
315,-19.88362293773038,-26.694503147502605,3.1795322218245152,-33.23709954880513
316,-21.01759100257282,-26.027649749592722,2.8445306394246828,-31.520000994398988
317,-21.484100156202178,-27.23847029115166,2.9563366831124793,-34.097556586997094
318,-23.520093887616667,-27.47035510398809,2.4931112607364563,-33.27255985041427
319,-20.449375705181318,-27.13193191307601,3.385606232466765,-33.91250174838436
320,-22.237754836326644,-27.840994253304377,2.947716512632481,-35.33041822028504
321,-23.369812650204274,-27.75407844869127,2.287134674490479,-32.057332728842184
322,-23.0823265238649,-28.001017042438413,2.848023186845773,-34.70122969161444
323,-20.922571651574593,-28.202610708159526,2.574679030350701,-34.24307792113071
324,-21.605708415010948,-27.52528812208819,3.5105435144959625,-33.531352082717106
325,-21.011310550485742,-27.11931407101137,2.3671151892874147,-31.79533325515593
326,-23.130306078881695,-27.028842294855856,2.2284531879072786,-31.395435055492452
327,-21.94554955384313,-27.70585784438567,2.544309961564766,-33.980274502850335
328,-20.307172678360924,-27.159093878502002,3.5723462280013982,-33.60793716466274
329,-22.09985227556763,-27.35164633226678,2.8453933100118363,-34.41126078067598
330,-22.556148783530382,-27.74887614864029,2.5928814969004392,-33.802798194510565
331,-19.820955282534268,-26.329093300684566,3.059019680602181,-33.523201255057494
332,-21.1131543302889,-26.61156716803133,2.768159545080004,-33.42214695761762
